"record_count","total_passengers","origin_airport_id","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR"
1165,38916,16390,"Beluga, AK","AK"
1164,495935,15389,"Twin Falls, ID","ID"
1161,828105,10779,"Butte, MT","MT"
1160,427135,13162,"Majuro, Marshall Islands",""
1151,18100,15012,"St. George Island, AK","AK"
1147,1169634,10728,"Beaumont/Port Arthur, TX","TX"
1147,741614,10146,"Albany, GA","GA"
1139,6543,14167,"Port Moller, AK","AK"
1125,1902651,14698,"San Luis Obispo, CA","CA"
1120,907980,13068,"La Romana, Dominican Republic",""
1105,44514,14088,"Port Graham, AK","AK"
1083,5659,13676,"Nikolai, AK","AK"
1075,17908,13055,"Lopez Island, WA","WA"
1072,26008,10204,"Angoon, AK","AK"
1067,370331,11865,"Gillette, WY","WY"
1064,527380,11076,"Hancock/Houghton, MI","MI"
1058,2943322,10517,"Barcelona, Spain",""
1050,3453,12857,"Kasaan, AK","AK"
1050,966101,16218,"Yuma, AZ","AZ"
1047,388726,12265,"Niagara Falls, NY","NY"
1044,38519,11764,"East Farmingdale, NY","NY"
1043,5095,12370,"Circle, AK","AK"
1039,643009,10275,"Walla Walla, WA","WA"
1036,421244,13203,"Macon, GA","GA"
1035,1156461,11617,"New Bern/Morehead/Beaufort, NC","NC"
1034,138348,14081,"Page, AZ","AZ"
1032,2548497,12026,"Geneva, Switzerland",""
1030,2168,12633,"Coffman Cove, AK","AK"
1029,3909972,12395,"Istanbul, Turkey",""
1029,269883,11980,"Grand Island, NE","NE"
1026,563471,14150,"Pellston, MI","MI"
1023,244398,11587,"Escanaba, MI","MI"
1021,39706,12649,"Nanwalek, AK","AK"
1019,4010,15278,"Tin City, AK","AK"
1017,422442,10739,"Brainerd, MN","MN"
1014,1172097,14254,"Ponce, PR","PR"
1012,4013,12774,"Port Clarence, AK","AK"
1012,947108,16242,"Saskatoon, Canada","SK"
1007,1167490,12891,"Lawton/Fort Sill, OK","OK"
1007,73079,14115,"Glasgow/Prestwick, United Kingdom",""
1005,618030,16306,"Manzanillo, Mexico",""
1005,3836,10562,"Mobile, AL","AL"
1001,74665,13667,"Norfolk, VA","VA"
995,770143,14583,"Koror, Palau",""
982,544630,10141,"Aberdeen, SD","SD"
980,512344,11471,"Eau Claire, WI","WI"
978,1310,14268,"Port Alsworth, AK","AK"
977,588636,15401,"Texarkana, AR","AR"
969,1958846,10608,"Birmingham, United Kingdom",""
966,1641173,15192,"Tegucigalpa, Honduras",""
962,169658,11867,"Garden City, KS","KS"
959,38373,15406,"Tyonek, AK","AK"
956,15422,15231,"Tenakee, AK","AK"
952,161297,11027,"Clarksburg/Fairmont, WV","WV"
950,909244,11834,"Fayetteville, AR","AR"
942,585885,13933,"Worcester, MA","MA"
929,402866,14637,"Roatan Island, Honduras",""
928,20011,11214,"Coldfoot, AK","AK"
925,501457,11905,"Longview, TX","TX"
923,172452,10558,"Scottsbluff, NE","NE"
920,413440,14582,"Rota, TT","TT"
920,809345,12007,"Columbus, MS","MS"
917,324037,11654,"Fort de France, Martinique",""
914,1760134,11295,"Detroit, MI","MI"
912,4002,13704,"Nelson Lagoon, AK","AK"
906,215892,12389,"Williston, ND","ND"
905,550470,10210,"Aguascalientes, Mexico",""
901,1781,11484,"Edna Bay, AK","AK"
897,16285,12621,"Birch Creek, AK","AK"
883,3204,15160,"Takotna, AK","AK"
882,2723,15236,"Tok, AK","AK"
874,923453,16173,"Regina, Canada","SK"
872,2195,15504,"Utopia, AK","AK"
870,45,10171,"Dallas, TX","TX"
868,334366,13290,"Manhattan/Ft. Riley, KS","KS"
867,903354,13139,"Lynchburg, VA","VA"
863,14716,15842,"Fort Dix, NJ","NJ"
843,552489,14905,"Santa Maria, CA","CA"
843,531252,13344,"Muskegon, MI","MI"
843,2766,13415,"Minto, AK","AK"
840,310860,12343,"International Falls, MN","MN"
839,7562,16345,"Saltery Cove, AK","AK"
832,59719,10165,"Adak Island, AK","AK"
828,70057,11548,"Derby, United Kingdom",""
827,23325,12610,"Kake, AK","AK"
826,578810,14082,"Punta Gorda, FL","FL"
825,1060722,11308,"Dothan, AL","AL"
825,1164,13693,"Naukiti, AK","AK"
825,361958,15317,"Torreon, Mexico",""
823,3194589,15595,"Vienna, Austria",""
818,1515,15885,"Whale Pass, AK","AK"
818,3724,15472,"Umiat, AK","AK"
816,16953,14628,"Rosario, WA","WA"
814,2027662,11519,"Road Town, British Virgin Islands",""
814,1663121,15643,"Santa Cruz, Bolivia",""
813,2233,13111,"Cape Lisburne, AK","AK"
812,1229,14229,"Port Protection, AK","AK"
811,30739,12647,"Kodiak, AK","AK"
808,35663,10172,"Camp Springs, MD","MD"
805,106797,12878,"Lafayette, IN","IN"
798,310892,12129,"Hibbing, MN","MN"
798,484893,15610,"Valencia, Venezuela",""
786,19268,12847,"Waterfall, AK","AK"
784,315593,14588,"Roswell, NM","NM"
778,378207,12898,"Latrobe, PA","PA"
778,340100,11288,"Decatur, IL","IL"
770,3740,12957,"Liege, Belgium",""
769,150408,12390,"Kinston, NC","NC"
768,750622,11695,"Flagstaff, AZ","AZ"
764,150887,10930,"Crescent City, CA","CA"
761,797241,14884,"St. Lucia, Saint Lucia",""
760,78886,11726,"Topeka, KS","KS"
760,581772,14025,"Plattsburgh, NY","NY"
760,44233,12685,"Khabarovsk, Russia",""
758,685238,14704,"Salisbury, MD","MD"
755,4965690,11455,"Dubai, United Arab Emirates",""
755,267978,12239,"Santa Cruz/Huatulco, Mexico",""
753,122327,12899,"North Platte, NE","NE"
751,77965,15381,"Thief River Falls, MN","MN"
748,270004,14543,"Rock Springs, WY","WY"
748,364194,15626,"Vieques, PR","PR"
747,1672,14601,"Nixon Fork Mine, AK","AK"
746,833648,11699,"Florence, SC","SC"
742,978153,14733,"Sendai, Japan",""
740,364289,14879,"San Luis Potosi, Mexico",""
738,1104,16166,"Windsor, Canada","ON"
732,2349852,12101,"Helsinki, Finland",""
732,1647,13016,"Lake Minchumina, AK","AK"
721,226933,11315,"Dickinson, ND","ND"
716,412957,15008,"St. Cloud, MN","MN"
713,44604,14877,"Salina, KS","KS"
713,1410,13381,"Manley Hot Springs, AK","AK"
711,14812,15043,"St. Louis, MO","MO"
711,163859,13618,"Guantanamo, Cuba",""
711,878764,12012,"Gunnison, CO","CO"
710,1367,11241,"Cape Romanzof, AK","AK"
710,208660,14812,"Sheridan, WY","WY"
707,8450,13898,"Miami, FL","FL"
706,371569,10717,"Bonaire, Netherlands Antilles",""
701,801,12773,"Point Baker, AK","AK"
701,245221,16477,"Queretaro, Mexico",""
696,566,12252,"Hydaburg, AK","AK"
695,601698,10661,"Boulder City, NV","NV"
695,557482,15356,"Trenton, NJ","NJ"
691,1403,15250,"Tatalina, AK","AK"
686,277029,15174,"Lajes, Portugal",""
680,3599,15793,"Meyers Chuck, AK","AK"
678,55353,12544,"Cabarrus, NC","NC"
677,917274,12319,"Killeen, TX","TX"
672,1818,13714,"Naknek, AK","AK"
669,22072,14533,"Riverside, CA","CA"
668,78144,14030,"Zanderij, Suriname",""
664,1478294,11481,"Panama City, FL","FL"
662,21390,15153,"Tuscaloosa, AL","AL"
662,1366,11512,"Cape Newenham, AK","AK"
662,467226,10338,"Apia, Samoa",""
659,251069,10409,"Watertown, SD","SD"
654,118471,16267,"Goose Bay, Canada","NL"
649,586721,14092,"Greenville, NC","NC"
647,376500,11097,"Cody, WY","WY"
647,387417,10333,"Alpena, MI","MI"
645,367802,15994,"Yap, Federated States of Micronesia",""
645,17958,12018,"Gallup, NM","NM"
644,861829,11164,"Cartagena, Colombia",""
638,891592,14799,"Shanghai, China",""
636,146371,13121,"Lewisburg, WV","WV"
635,1045816,12492,"Kapalua, HI","HI"
630,782569,12244,"New Haven, CT","CT"
622,140682,15147,"Treasure Cay, The Bahamas",""
622,3036817,12400,"Osaka, Japan",""
621,807995,15023,"Santa Rosa, CA","CA"
621,111676,11415,"Del Rio, TX","TX"
620,2520066,12169,"Tokyo, Japan",""
618,7217,15045,"Fairfield, CA","CA"
617,93530,11283,"Dodge City, KS","KS"
612,1913,14863,"Skwentna, AK","AK"
602,4,14467,"Roseburg, OR","OR"
601,372490,13211,"Mason City, IA","IA"
598,292535,11907,"Moss Town, The Bahamas",""
595,157323,12888,"Laramie, WY","WY"
587,1726780,11332,"Dakar, Senegal",""
584,56199,16233,"Victoria, Canada","BC"
583,244,15774,"Aleknagik, AK","AK"
582,43402,14186,"Pohnpei, Federated States of Micronesia",""
581,1783303,10872,"Cairo, Egypt",""
581,7692,13461,"Smyrna, TN","TN"
577,9527,15422,"Guam, TT","TT"
575,11527,14062,"Pelican, AK","AK"
574,74580,15570,"Victorville, CA","CA"
573,213508,13543,"Marion/Herrin, IL","IL"
571,526489,14794,"St. George, UT","UT"
570,109756,11468,"Kearney, NE","NE"
566,389029,12511,"Joplin, MO","MO"
565,2461,10020,"Selawik, AK","AK"
564,310541,16268,"St. John's, Canada","NL"
562,81098,12902,"Liberal, KS","KS"
559,283897,11372,"Marigot, Dominica",""
557,113904,12335,"Iron Mountain/Kingsfd, MI","MI"
554,184269,14534,"Riverton/Lander, WY","WY"
552,560447,13241,"Meridian, MS","MS"
552,243757,12535,"Johnston Island, TT","TT"
548,1319767,14818,"Sal Island, Cape Verde",""
548,140446,11725,"Fort Dodge, IA","IA"
546,2007,14037,"Portage Creek, AK","AK"
546,641078,15237,"Chuuk, Federated States of Micronesia",""
545,500052,13176,"Mayaguez, PR","PR"
542,1809870,16421,"Athens, Greece",""
540,2832,15934,"Granite Point, AK","AK"
534,198468,14022,"Puebla, Mexico",""
533,49346,12190,"Hot Springs, AR","AR"
532,227779,11013,"Sault Ste. Marie, MI","MI"
531,130677,12494,"Jamestown, NY","NY"
531,100801,10918,"Cedar City, UT","UT"
528,368352,11719,"Fort Collins/Loveland, CO","CO"
527,1796586,10394,"Athens, Greece",""
521,272869,11301,"Durango, Mexico",""
520,707441,10568,"Belfast, United Kingdom",""
519,8447,11545,"Elfin Cove, AK","AK"
516,94542,12363,"El Centro, CA","CA"
516,320150,15584,"Veracruz, Mexico",""
516,245774,12932,"Lebanon-Hanover, NH","NH"
513,437806,14716,"Stockton, CA","CA"
511,1439066,15402,"Berlin, Germany",""
509,2292,10938,"Central, AK","AK"
508,8102,14897,"Salmon, ID","ID"
508,84097,13194,"Merced, CA","CA"
506,697062,12472,"Jeddah, Saudi Arabia",""
505,267878,14231,"Presque Isle/Houlton, ME","ME"
502,102600,12255,"Hays, KS","KS"
495,4514,12663,"False Pass, AK","AK"
495,199804,10744,"Burlington, IA","IA"
492,676107,15607,"Valdosta, GA","GA"
491,3758,10237,"Atka, AK","AK"
491,802,12854,"West Point, AK","AK"
490,1100782,13625,"Nice, France",""
484,339783,12052,"Guaymas, Mexico",""
483,59991,14745,"Sidney, MT","MT"
481,2531,12315,"Nikolski, AK","AK"
481,2534,11924,"Gulkana, AK","AK"
480,1932,11619,"Excursion Inlet, AK","AK"
478,2768,10770,"Bartletts, AK","AK"
475,4610,14561,"Ramstein, Germany",""
475,2745,15689,"Wildman Creek, AK","AK"
473,1191736,10287,"Amman, Jordan",""
468,6822,14004,"Everett, WA","WA"
466,316531,12365,"Williamsport, PA","PA"
465,174478,15210,"Tijuana, Mexico",""
464,197505,15579,"Valdez, AK","AK"
463,425754,13095,"Loreto, Mexico",""
463,2784,10951,"Coffee Point, AK","AK"
461,117017,12559,"Johnstown, PA","PA"
458,147988,14237,"Prescott, AZ","AZ"
458,802,11813,"Donlin Creek Mine, AK","AK"
453,385708,14006,"Paducah, KY","KY"
453,67785,12132,"Lake Havasu City, AZ","AZ"
450,245625,15374,"Tupelo, MS","MS"
450,17481,12786,"Akutan, AK","AK"
450,1758,10278,"Lazy Bay, AK","AK"
449,1151591,15022,"Stuttgart, Germany",""
449,112422,10967,"Cape Girardeau, MO","MO"
448,54674,14871,"Salem, OR","OR"
448,300927,14674,"Santa Fe, NM","NM"
445,880,15091,"Seal Bay, AK","AK"
441,293,15171,"Tatitlek, AK","AK"
441,1283102,14239,"Prague, Czech Republic",""
440,6132,10819,"Bowling Green, KY","KY"
437,47978,13862,"Wolf Point, MT","MT"
435,745,15446,"Uganik, AK","AK"
433,8661,13957,"Ostend, Belgium",""
432,691242,16115,"Kelowna, Canada","BC"
430,28,11198,"Corvallis, OR","OR"
429,118620,11441,"DuBois, PA","PA"
428,603,13115,"Lime Village, AK","AK"
426,4397,11487,"Anchorage, AK","AK"
425,278379,11398,"Peach Springs, AZ","AZ"
423,162810,14131,"Parkersburg, WV","WV"
420,421501,14051,"Ponta Delgada, Portugal",""
418,32454,10654,"Beckley, WV","WV"
416,86112,11974,"Grand Rapids, MN","MN"
415,455544,13628,"Newcastle, United Kingdom",""
412,2604,12125,"Hahn, Germany",""
411,31963,11216,"Christmas Island, Kiribati",""
411,833,12705,"Kitoi Bay, AK","AK"
410,70073,15052,"St. Vincent, Saint Vincent and the Grenadines",""
410,712,12785,"Port Bailey, AK","AK"
410,179211,11534,"North Eleuthera, The Bahamas",""
409,108083,10950,"Cortez, CO","CO"
409,173486,12180,"Holguin, Cuba",""
408,66254,11085,"Carlsbad, NM","NM"
407,433293,12789,"Krakow, Poland",""
404,34037,11966,"Gothenburg, Sweden",""
403,1731668,13243,"Melbourne, Australia",""
401,14761,10647,"Cleveland, OH","OH"
400,1166253,15566,"Venice, Italy",""
398,57211,10216,"Athens, GA","GA"
398,39611,13697,"Cherry Point, NC","NC"
398,356,12869,"Zachar Bay, AK","AK"
397,184482,11075,"Camaguey, Cuba",""
392,544045,10731,"Brunswick, GA","GA"
392,301,12368,"Iquique, Chile",""
392,741518,12124,"Hilton Head, SC","SC"
391,171400,10676,"Belleville, IL","IL"
391,74748,10322,"Altoona, PA","PA"
390,16034,12134,"Honolulu, HI","HI"
390,464550,10643,"Branson, MO","MO"
387,79414,16097,"Kitchener, Canada","ON"
386,275889,12133,"Hiroshima, Japan",""
386,1235274,11070,"Casablanca, Morocco",""
385,69480,13949,"Oshkosh, WI","WI"
384,189717,13282,"Morgantown, WV","WV"
383,274151,11002,"Chico, CA","CA"
383,180640,15454,"Quincy, IL","IL"
381,374367,12886,"La Paz, Mexico",""
379,110773,10361,"Watertown, NY","NY"
377,207190,12690,"Niigata, Japan",""
377,189674,14819,"San Juan, PR","PR"
376,78651,10557,"Bradford, PA","PA"
375,11274,14143,"Plattsburgh, NY","NY"
375,617,12782,"Port Williams, AK","AK"
375,113848,11910,"Governors Harbour, The Bahamas",""
373,28462,11856,"Great Bend, KS","KS"
371,1068,12743,"Moser Bay, AK","AK"
371,37785,15601,"Visalia, CA","CA"
371,63989,11684,"Franklin/Oil City, PA","PA"
371,15127,13341,"Kansas City, MO","MO"
370,350595,14496,"Recife, Brazil",""
369,917,15731,"Chandalar, AK","AK"
368,486,10324,"Amook Bay, AK","AK"
367,608249,10758,"Brasilia, Brazil",""
366,36973,15532,"Monument Valley, UT","UT"
364,23832,16007,"Campbell River, Canada","BC"
363,59441,13200,"McCook, NE","NE"
361,379735,10444,"The Valley, Anguilla",""
361,47796,15843,"Worland, WY","WY"
361,108477,13682,"Jacksonville, FL","FL"
361,41143,11531,"El Dorado, AR","AR"
360,117302,13501,"Marathon, FL","FL"
360,235788,15569,"Victoria, TX","TX"
358,63512,10925,"Chadron, NE","NE"
356,223,11036,"Chicken, AK","AK"
356,58627,12177,"Hobbs, NM","NM"
355,39490,12185,"Huron, SD","SD"
355,420,16340,"Chomondely Sound, AK","AK"
355,45461,14468,"Brooks Lodge, AK","AK"
354,859,11720,"Funter Bay Alaska, AK","AK"
354,1293,11299,"Danger Bay, AK","AK"
353,153509,14109,"Hattiesburg/Laurel, MS","MS"
352,29111,13821,"Oak Harbor, WA","WA"
352,864064,12066,"Hamburg, Germany",""
352,45233,12207,"Harrison, AR","AR"
349,86549,10272,"Alamosa, CO","CO"
349,47404,10221,"Alliance, NE","NE"
349,62092,12519,"Jamestown, ND","ND"
349,137275,13094,"London, United Kingdom",""
348,0,12956,"La Grande, OR","OR"
348,397322,11089,"Cairns, Australia",""
348,100093,14174,"Porlamar, Venezuela",""
346,1786,11388,"Alpine, AK","AK"
345,272825,14645,"Riyadh, Saudi Arabia",""
345,1009,12771,"Olga Bay, AK","AK"
343,119923,14802,"Staunton, VA","VA"
343,859047,10790,"Budapest, Hungary",""
343,661319,10150,"Accra, Ghana",""
338,23127,10615,"El Paso, TX","TX"
337,5383,13105,"Cincinnati, OH","OH"
336,1169,11280,"Dahl Creek, AK","AK"
334,15216,10683,"Bloomington, IN","IN"
333,21657,11879,"Glendive, MT","MT"
333,229704,15125,"Tampico, Mexico",""
332,67670,10535,"Bridgeport, CT","CT"
331,753,16311,"Nyac, AK","AK"
331,404,13629,"Chenega, AK","AK"
331,179819,15177,"Telluride, CO","CO"
330,35543,13375,"Miles City, MT","MT"
330,132557,12436,"Inyokern, CA","CA"
329,533,12983,"Long Island, AK","AK"
329,90107,11931,"Greenville, MS","MS"
328,1917622,11290,"Delhi, India",""
328,904659,10877,"Guangzhou, China",""
326,162712,11615,"New Bedford/Fall River, MA","MA"
325,28968,14197,"Fayetteville, NC","NC"
323,1205505,10696,"Brisbane, Australia",""
320,22747,12174,"Hana, HI","HI"
320,93138,14488,"Reading, PA","PA"
317,24738,15154,"Tacoma, WA","WA"
317,893615,13952,"Oslo, Norway",""
316,1095,14656,"Rocky Mount, NC","NC"
314,240358,14458,"Avarua, Cook Islands",""
313,1850,12141,"Healy, AK","AK"
313,42470,11447,"Devils Lake, ND","ND"
311,39924,11092,"Moab, UT","UT"
311,32239,12297,"Kingman, AZ","AZ"
307,709024,12627,"Kiev, Ukraine",""
307,1848,15618,"Van Nuys, CA","CA"
305,1681,15754,"Hyder, AK","AK"
305,37328,11878,"Grand Turk, Turks and Caicos Islands",""
304,9394,16083,"Montreal, Canada","QC"
304,327303,13424,"Modesto, CA","CA"
302,49733,10658,"Barcelona, Venezuela",""
301,47509,13832,"Ogdensburg, NY","NY"
301,0,11522,"Eureka, CA","CA"
297,19664,13003,"Kulik Lake, AK","AK"
296,300132,10329,"Naples, FL","FL"
295,25760,11908,"Glasgow, MT","MT"
295,108396,15138,"Fort Leonard Wood, MO","MO"
295,1089,13917,"Sandy, AK","AK"
295,19086,14692,"Saint Barthelemy, Guadeloupe",""
294,5357,10070,"International Seafoods, AK","AK"
294,2561,15894,"Yes Bay, AK","AK"
294,27529,13128,"Lewistown, MT","MT"
289,267233,11208,"Cardiff, United Kingdom",""
287,50223,14875,"Saranac Lake/Lake Placid, NY","NY"
286,56120,12320,"Wilmington, DE","DE"
286,161749,13853,"Okayama, Japan",""
283,433668,11380,"Denpasar, Indonesia",""
283,43719,14648,"Rutland, VT","VT"
278,4119,11394,"New Smyrna Beach, FL","FL"
277,41345,13490,"Massena, NY","NY"
276,646835,13043,"Lagos, Nigeria",""
275,1759,14013,"Palmer, AK","AK"
274,1541,14323,"Bremerton, WA","WA"
273,6269,12728,"Klawock, AK","AK"
272,498358,11041,"Carlsbad, CA","CA"
271,765655,12849,"Kuwait, Kuwait",""
270,100913,15855,"Westerly, RI","RI"
270,622,10923,"Candle, AK","AK"
269,183901,11180,"Culiacan, Mexico",""
268,1468983,11369,"Doha, Qatar",""
268,98630,10613,"Block Island, RI","RI"
267,113384,10589,"Bar Harbor, ME","ME"
264,11761,11024,"Ciudad Juarez, Mexico",""
263,1280,12900,"Paris, France",""
263,145951,10954,"Cienfuegos, Cuba",""
263,332,13540,"Burlington/Mount Vernon, WA","WA"
262,8094,12546,"New York, NY","NY"
262,587127,14824,"Singapore, Singapore",""
259,147215,16174,"Thunder Bay, Canada","ON"
258,41505,10543,"Benton Harbor/St. Joseph, MI","MI"
258,66012,13484,"Muscle Shoals, AL","AL"
256,417,11058,"Columbus, IN","IN"
255,112828,13983,"Owensboro, KY","KY"
255,9361,12938,"Leipzig, Germany",""
255,0,15113,"Shenzhen, China",""
254,73235,14539,"Rockland, ME","ME"
254,125186,16171,"Moncton, Canada","NB"
251,14212,12245,"Havre, MT","MT"
251,28,11376,"Chicago, IL","IL"
250,851,13292,"Minchumina, AK","AK"
250,12615,13968,"Anacortes, WA","WA"
250,6314,13890,"Newport, OR","OR"
249,78032,10545,"Belem, Brazil",""
248,2155,11317,"Diomede Island, AK","AK"
248,120896,12119,"Hagerstown, MD","MD"
248,12723,13087,"Las Vegas, NV","NV"
248,87454,16254,"Whitehorse, Canada","YT"
247,1236864,16215,"Toronto, Canada","ON"
247,14203,13791,"San Diego, CA","CA"
247,17743,13520,"Kamuela, HI","HI"
245,31294,11197,"Clovis, NM","NM"
244,398,12571,"Beloit/Janesville, WI","WI"
243,755,13914,"Pumice, AK","AK"
240,400,12122,"Hogatza, AK","AK"
239,36744,10933,"Chicopee Falls, MA","MA"
239,56662,10762,"Mulhouse, France",""
238,12595,11859,"Galbraith Lake, AK","AK"
237,25223,13348,"Jackson, TN","TN"
237,0,15395,"Port Isabel, TX","TX"
236,18124,15074,"Stillwater, OK","OK"
233,17864,11401,"Ketchikan, AK","AK"
232,4222,10817,"Brownwood, TX","TX"
232,352465,11082,"Belo Horizonte, Brazil",""
231,71556,14314,"Provo, UT","UT"
231,7698,13785,"Yuma, AZ","AZ"
231,27414,12455,"Jonesboro, AR","AR"
231,43557,15582,"Vernal, UT","UT"
230,27147,12412,"Ironwood, MI","MI"
230,621,11245,"Chisana, AK","AK"
229,138557,13850,"Okinawa, Japan",""
229,262660,15632,"Villahermosa, Mexico",""
228,83367,15115,"Tobago, Trinidad and Tobago",""
228,965972,10415,"Abu Dhabi, United Arab Emirates",""
227,15612,12228,"Terre Haute, IN","IN"
225,14898,11789,"Dallas/Fort Worth, TX","TX"
223,50303,10414,"Augusta/Waterville, ME","ME"
223,795126,11488,"Edinburgh, United Kingdom",""
221,145284,10011,"Peach Springs, AZ","AZ"
221,598,14040,"Painter Creek, AK","AK"
220,419,14316,"Pope Vanoy, AK","AK"
219,75417,14722,"Santiago, Cuba",""
218,70690,13032,"Lancaster, PA","PA"
218,281428,13532,"Montevideo, Uruguay",""
215,204043,14299,"Busan, South Korea",""
215,18655,15057,"Savannah, GA","GA"
215,558,10056,"Kodiak Island, AK","AK"
214,137641,11590,"Alexandria, LA","LA"
211,17934,10266,"Alamogordo, NM","NM"
210,643,13574,"May Creek, AK","AK"
210,48591,14943,"Show Low, AZ","AZ"
208,7938,14218,"Prospect Creek, AK","AK"
207,529,12716,"Ekuk, AK","AK"
207,8818,14553,"Rome, NY","NY"
207,4066,13856,"Tokyo, Japan",""
206,1727,13809,"Ocala, FL","FL"
203,3312,10778,"Battle Creek, MI","MI"
203,1088662,10716,"Mumbai, India",""
201,0,13876,"Omak, WA","WA"
199,123226,14306,"Provincetown, MA","MA"
199,590667,14945,"Charlotte Amalie, VI","VI"
198,1460,14270,"Port Alexander, AK","AK"
196,219471,15215,"Tinian, TT","TT"
195,184159,10205,"Malaga, Spain",""
195,206,15448,"Ugashik, AK","AK"
195,2817,13575,"McCall, ID","ID"
195,639,13987,"Waterbury, CT","CT"
193,33,14101,"Port Huron, MI","MI"
191,24057,13109,"Kalaupapa, HI","HI"
190,41833,11881,"Magadan, U.S.S.R.",""
189,20667,13829,"Ogden, UT","UT"
189,50486,13559,"Mexicali, Mexico",""
188,7226,16278,"Port Hardy, Canada","BC"
188,124056,14991,"Salvador, Brazil",""
188,25542,15051,"Silver City/Hurley, NM","NM"
187,975,11559,"Nenana, AK","AK"
187,9450,10663,"Princeton/Bluefield, WV","WV"
186,1741,13398,"Morristown, NJ","NJ"
186,18,13868,"Nogales, AZ","AZ"
185,18657,14132,"Petropavlovsk-Kamchatsky, Russia",""
185,20234,14889,"Santa Maria, Portugal",""
184,47166,16322,"San Salvador, The Bahamas",""
183,226800,13988,"Oxnard/Ventura, CA","CA"
182,2213,12248,"Hawk Inlet, AK","AK"
182,72507,15431,"Utica/Rome, NY","NY"
182,571986,11647,"Oslo, Norway",""
182,151195,10386,"Asuncion, Paraguay",""
181,221,11871,"Greenville, SC","SC"
178,268,16339,"Illinois Creek, AK","AK"
178,867,13432,"Moses Point, AK","AK"
178,38909,13182,"Manistee/Ludington, MI","MI"
177,0,15929,"South Caicos, Turks and Caicos Islands",""
177,13011,11547,"Ely, NV","NV"
177,571893,14992,"Christiansted, VI","VI"
176,114605,11063,"Ciudad del Carmen, Mexico",""
176,43757,12845,"Kwajalein, Marshall Islands",""
176,2829,11517,"Fairbanks, AK","AK"
173,3258,16076,"Campbell River, Canada","BC"
172,136529,12876,"Luanda, Angola",""
172,686,11628,"Farnborough, United Kingdom",""
172,259,11367,"Dora Bay, AK","AK"
171,46629,10480,"Manama, Bahrain",""
171,173763,13966,"Bucharest, Romania",""
171,622,11410,"Drift River, AK","AK"
170,62685,12369,"Iquitos, Peru",""
170,720,13564,"McCarthy, AK","AK"
168,62553,10371,"Andros Town, The Bahamas",""
167,464,14898,"Santa Monica, CA","CA"
166,585,12222,"East Hampton, NY","NY"
164,66511,15144,"Tonga Tapu, Tonga",""
163,533,14736,"San Diego, CA","CA"
163,1867,12583,"Trading Bay, AK","AK"
162,6390,11351,"Okinawa, Japan",""
162,2039,11458,"Anadyr, Russia",""
161,4,10986,"Chicago, IL","IL"
161,11643,12187,"Hopkinsville, KY","KY"
159,0,15458,"Ukiah, CA","CA"
159,111512,13799,"Oaxaca, Mexico",""
158,18895,10888,"Cumberland, MD","MD"
158,11047,10511,"Bryce Canyon, UT","UT"
158,133034,13143,"Lyon, France",""
157,95,10049,"Deep Bay, AK","AK"
156,8,12598,"Arlington, TX","TX"
156,5,10449,"Alexandria, MN","MN"
155,26414,12913,"La Ceiba, Honduras",""
155,4,10617,"Bishop, CA","CA"
155,12554,12149,"Hickory, NC","NC"
154,11780,15346,"New York, NY","NY"
153,427,11946,"Granite Mountain, AK","AK"
151,68447,11730,"Fortaleza, Brazil",""
150,618,13028,"Lonely, AK","AK"
150,1008,10991,"Circle Hot Springs, AK","AK"
150,29705,12375,"Kirksville, MO","MO"
150,477,11737,"Katmai National Park, AK","AK"
150,448956,11345,"Moscow, Russia",""
149,96924,13654,"Nevis, Saint Kitts and Nevis",""
149,210,14855,"Sitkinak, AK","AK"
146,308,10692,"Big Mountain, AK","AK"
146,692,14313,"Provideniya, Russia",""
145,616,12263,"Wichita, KS","KS"
143,13439,15090,"Shemya, AK","AK"
142,32132,12193,"Balboa, Panama",""
142,170,11230,"Chatham, AK","AK"
142,37010,11961,"New London/Groton, CT","CT"
142,1196,13261,"Macau, Macau",""
141,12367,16095,"Stephenville, Canada","NL"
138,603284,12520,"Johannesburg, South Africa",""
138,450,14412,"Keyes Point, AK","AK"
137,36887,12882,"Lakeland, FL","FL"
136,4294,10884,"Cayenne, French Guiana",""
136,107272,15345,"Timisoara, Romania",""
136,29269,11399,"Whitmore, AZ","AZ"
132,2853,10300,"Anderson, SC","SC"
132,177,11825,"Farewell, AK","AK"
132,185798,13900,"Porto, Portugal",""
131,2488,12411,"Ivanovo, Russia",""
130,330,14050,"Atlanta, GA","GA"
129,14,13947,"Oscoda, MI","MI"
129,526,15700,"Katmai Lodge, AK","AK"
129,396,13903,"Cinder River Lodge, AK","AK"
128,3188,13536,"Kayenta, AZ","AZ"
127,557,13841,"Northeast Cape, AK","AK"
127,44020,12911,"Larnaca, Cyprus",""
126,2488,16346,"Clover Bay, AK","AK"
125,359,13908,"Vrems, AK","AK"
125,0,13692,"Nanjing, China",""
125,195,14320,"Chicago, IL","IL"
124,7502,12909,"Lubang, Philippines",""
124,14842,10655,"Brookings, SD","SD"
123,275996,10750,"Bristol, United Kingdom",""
123,55,16156,"Peterborough, Canada","ON"
122,443,11728,"Westhampton, NY","NY"
121,2060,13854,"Kokomo/Logansport/Peru, IN","IN"
