"record_count","total_passengers","origin_airport_id","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR"
121,10349,15620,"Camp Douglas, WI","WI"
121,1381,10036,"Bradley Lake, AK","AK"
121,922,10040,"Pogo Mines, AK","AK"
119,112842,13388,"Mammoth Lakes, CA","CA"
118,383,13771,"Mountain View, CA","CA"
117,0,12147,"Jackson, MS","MS"
117,308,14715,"Smith Cove, AK","AK"
117,0,15657,"Bemidji, MN","MN"
115,1353,14028,"Pack Creek, AK","AK"
114,261,10042,"Kiluda Bay, AK","AK"
114,606,15604,"Moscow, Russia",""
114,67,15063,"Sparrevohn, AK","AK"
113,210,11327,"Delta Junction, AK","AK"
112,3744,15326,"Turin, Italy",""
111,7172,15734,"Enid, OK","OK"
110,33457,10621,"Bimini, The Bahamas",""
110,105414,14535,"Riga, Latvia",""
110,18,10834,"Boundary, AK","AK"
109,57676,14162,"Palmdale, CA","CA"
109,143082,14250,"Pisa, Italy",""
109,14,16189,"Sherbrooke, Canada","QC"
108,23234,13743,"Ceiba, PR","PR"
107,2586,15628,"Vero Beach, FL","FL"
106,64029,12999,"Lake Jackson, TX","TX"
106,350965,11124,"Cape Town, South Africa",""
105,1045,11381,"Deadhorse, AK","AK"
105,6615,15020,"Minneapolis/St. Paul, MN","MN"
104,8591,11392,"Anchorage, AK","AK"
104,1238,15999,"Tofino, Canada","BC"
103,185011,13945,"Osaka, Japan",""
102,272,15170,"Tetlin, AK","AK"
102,0,13464,"Columbia, TN","TN"
102,392861,13614,"Bangkok, Thailand",""
101,1539,16159,"Powell River, Canada","BC"
101,736,11822,"Deadhorse, AK","AK"
101,5449,10298,"Anniston, AL","AL"
101,30830,16261,"Charlottetown, Canada","PE"
100,174,12079,"Hobart Bay, AK","AK"
99,5306,15508,"Kuparuk, AK","AK"
99,0,15419,"Adana, Turkey",""
98,148101,10619,"Biak, Indonesia",""
98,1160,13772,"Whidbey Island, WA","WA"
98,250,10005,"Little Squaw, AK","AK"
97,2520,16310,"Nanaimo, Canada","BC"
97,90,12622,"Bell Island, AK","AK"
97,642,15981,"Mena, AR","AR"
97,2066,16016,"Nanaimo, Canada","BC"
96,400,14712,"Phoenix, AZ","AZ"
95,25122,11126,"Culebra, PR","PR"
94,9948,14853,"San Antonio, TX","TX"
93,105533,14451,"Praia, Cape Verde",""
93,113,13228,"Medfra, AK","AK"
93,641,11740,"Snettisham, AK","AK"
92,754,12798,"Kosrae, Federated States of Micronesia",""
91,467,15979,"Decatur, WA","WA"
91,647,14551,"Bornite/Ruby Creek, AK","AK"
91,40615,16051,"Fredericton, Canada","NB"
91,7008,13077,"Columbus, GA","GA"
91,2325,13788,"Jacksonville, FL","FL"
90,4530,13234,"Midway Island, TT","TT"
90,6590,12483,"Grand Canyon, AZ","AZ"
90,222,13239,"Manta, Ecuador",""
90,83174,12553,"Ceiba, PR","PR"
90,31657,15598,"Virgin Gorda, British Virgin Islands",""
89,1049,16088,"Big Bay Marina, Canada","BC"
88,275,15838,"Chignik Lake, AK","AK"
88,454,15599,"Kavik River, AK","AK"
88,2571,13954,"Osan, South Korea",""
88,267,15688,"Jensens Strip, AK","AK"
88,19312,12739,"Komatsu, Japan",""
88,6121,11391,"Fort Drum, NY","NY"
87,4229,11225,"Cayman Brac, Cayman Islands",""
87,3827,10016,"Hallo Bay, AK","AK"
87,2092,16334,"Rota, Spain",""
86,481,15086,"Soldotna, AK","AK"
86,28759,11673,"Fort Huachuca, AZ","AZ"
86,57159,11887,"Oslo, Norway",""
86,15248,13072,"Las Cruces, NM","NM"
86,185595,11671,"Apia, Samoa",""
85,190,11885,"Ganes Creek, AK","AK"
85,14632,15645,"Vladivostok, Russia",""
84,16330,13045,"Monclova, Mexico",""
84,105885,14929,"Sofia, Bulgaria",""
84,890,13624,"North Caicos, Turks and Caicos Islands",""
83,5861,14180,"Ponca City, OK","OK"
83,2520,14691,"San Bernardino, CA","CA"
81,1290,16123,"Port McNeill, Canada","BC"
81,4954,13307,"Muncie/Anderson/Newcastle, IN","IN"
81,4338,12131,"Ogden, UT","UT"
80,947,15387,"Port Townsend, WA","WA"
80,6225,15136,"New Bight, The Bahamas",""
80,14192,10385,"Astoria/Seaside, OR","OR"
80,4344,14993,"Sumter, SC","SC"
79,33596,16096,"Kamloops, Canada","BC"
79,16037,11763,"Frankfurt, West Germany",""
79,27183,10174,"San Andres Island, Colombia",""
79,317,10325,"Denver, CO","CO"
79,318,13910,"Mels, AK","AK"
78,1795,16017,"Cortes Bay, Canada","BC"
78,62917,12933,"Leningrad, U.S.S.R.",""
77,9077,13366,"Mulhouse, France",""
77,26500,13865,"Olympia, WA","WA"
76,429509,10162,"Addis Ababa, Ethiopia",""
76,2008,16141,"Old Crow, Canada","YT"
76,106,13151,"Lawrenceville, GA","GA"
76,31,13246,"Manteo, NC","NC"
76,143063,10542,"Belgrade, Yugoslavia",""
76,720,10053,"Cape Simpson, AK","AK"
75,14396,15123,"Takamatsu, Japan",""
75,94,15248,"Telida, AK","AK"
74,2224,13825,"Norfolk, NE","NE"
74,996,13255,"Mansfield, OH","OH"
73,118,11234,"Cape Yakataga, AK","AK"
73,4652,12947,"Newport News/Hampton, VA","VA"
73,4666,10856,"Brize Norton, United Kingdom",""
72,272,10616,"Big Delta, AK","AK"
72,8531,13736,"Key West, FL","FL"
72,0,13537,"Mount Vernon, IL","IL"
72,121,11188,"Cube Cove, AK","AK"
71,51500,10633,"Banjul, The Gambia",""
70,88640,15383,"Lake Tahoe, CA","CA"
70,2970,13700,"San Diego, CA","CA"
69,5,11659,"Findlay, OH","OH"
69,384,13940,"Northway, AK","AK"
69,281,13731,"Newport, RI","RI"
68,5396,16191,"Saint John, Canada","NB"
68,13299,11015,"Canouan, Saint Vincent and the Grenadines",""
68,2044,11403,"Peach Springs, AZ","AZ"
67,0,11396,"Georgetown, KY","KY"
67,0,15163,"Roxboro, NC","NC"
66,3346,11200,"Clovis, NM","NM"
66,291,13491,"Maastricht, Netherlands",""
66,97,11702,"Flat, AK","AK"
66,6559,12064,"Hannover, Germany",""
65,273,10327,"Napa, CA","CA"
65,86,11090,"Waco, TX","TX"
65,7903,14206,"Port Moresby, Papua New Guinea",""
64,4871,12965,"Logan, UT","UT"
64,19254,15183,"Tenerife, Spain",""
64,0,15129,"Taranto, Italy",""
64,251,15220,"Tacoma, WA","WA"
63,173365,12681,"Karachi, Pakistan",""
63,3758,10476,"Shreveport, LA","LA"
63,0,13762,"Monterrey, Mexico",""
62,15314,13144,"Ely, MN","MN"
62,495,15294,"Madrid, Spain",""
61,53027,13018,"Los Mochis, Mexico",""
61,103,12155,"Holland, MI","MI"
61,2324,14530,"Rifle, CO","CO"
61,3150,10982,"Chandler, AZ","AZ"
61,199,10809,"Beaver Inlet, AK","AK"
61,13735,13756,"Port Hueneme, CA","CA"
60,175,11756,"Fort Glenn, AK","AK"
60,3642,10347,"New Iberia, LA","LA"
60,63,12591,"Hog River, AK","AK"
60,66,11819,"Golden Creek Mine, AK","AK"
60,34,15749,"Winchester, VA","VA"
60,70,16342,"Happy Harbour, AK","AK"
59,0,11282,"Decatur, AL","AL"
59,13721,11098,"Coeur d'Alene, ID","ID"
59,1096,13299,"Mildenhall, United Kingdom",""
59,1638,15211,"Oklahoma City, OK","OK"
59,4828,13689,"El Centro, CA","CA"
58,490,15339,"Tanacross, AK","AK"
58,10436,13573,"Matsuyama, Japan",""
57,91,13192,"Sacramento, CA","CA"
57,9623,15303,"Toyama, Japan",""
57,606,10630,"Broomfield, CO","CO"
56,60,14686,"Istanbul, Turkey",""
56,55,13226,"Middleton Island, AK","AK"
56,4778,16050,"Iqaluit, Canada","NU"
56,284,15325,"Thermal, CA","CA"
56,13540,14475,"Rapid City, SD","SD"
56,0,15978,"Ashland, OR","OR"
56,141,12686,"Ivanof Bay, AK","AK"
56,4800,13249,"Atwater, CA","CA"
55,188824,10968,"Jakarta, Indonesia",""
55,107,15260,"Miami, FL","FL"
55,6570,11631,"Fajardo, PR","PR"
55,4609,10246,"Akron, CO","CO"
54,36097,12680,"Kaohsiung, Taiwan",""
54,1,11938,"Gaylord, MI","MI"
54,0,14636,"Rotuma, Fiji",""
54,1355,16029,"Dawson City, Canada","YT"
54,1154,16036,"Desolation Sound, Canada","BC"
54,20777,14721,"Santiago de Compostela, Spain",""
54,0,13216,"Menado, Indonesia",""
54,0,13389,"Athens, TN","TN"
54,147,10735,"Bartlett Cove, AK","AK"
53,55,10050,"Kako, AK","AK"
53,271,15069,"Seward, AK","AK"
53,15416,14196,"Porto Alegre, Brazil",""
53,146,11827,"Fort Lauderdale, FL","FL"
52,3277,14009,"Panama City, FL","FL"
52,64,13899,"Ophir, AK","AK"
52,46260,15897,"West Yellowstone, MT","MT"
52,193,14182,"Philadelphia, PA","PA"
52,1645,10478,"Westfield, MA","MA"
52,12432,13936,"Orlando, FL","FL"
52,0,11430,"Denton, TX","TX"
51,2703,15839,"Macon, GA","GA"
51,52058,10448,"Armenia, Colombia",""
51,3616,11123,"St. Louis, MO","MO"
51,169,15936,"Yantarni Bay, AK","AK"
51,10000,10710,"Bordeaux, France",""
50,0,12955,"LaGrange, GA","GA"
50,19164,10745,"Barquisimeto, Venezuela",""
49,134,11215,"Vancouver, Canada","BC"
49,0,10838,"Blytheville, AR","AR"
49,10468,10319,"Aomori, Japan",""
49,102,13911,"Meshik, AK","AK"
48,84925,10646,"Bangkok, Thailand",""
48,1172,15238,"Taku Lodge, AK","AK"
47,0,10380,"Talladega, AL","AL"
47,78153,13604,"Naples, Italy",""
47,0,13301,"Holland, MI","MI"
47,28848,10977,"Chicago, IL","IL"
47,3928,10439,"Wake Island, TT","TT"
46,26,10556,"Blue Fox Bay, AK","AK"
46,2549,13195,"Tampa, FL","FL"
46,0,13081,"Las Piedras, Venezuela",""
45,0,14440,"Queretaro, Mexico",""
45,113,13924,"American Creek, AK","AK"
45,10440,13481,"Manston, United Kingdom",""
45,97,15030,"Stuart, FL","FL"
45,179,15515,"Lik Camp, AK","AK"
45,98,11632,"False Island, AK","AK"
45,1123,15481,"Oxford, MS","MS"
44,49,13681,"Ninilchik, AK","AK"
44,1996,13748,"Camp Springs, MD","MD"
44,59075,14168,"Palermo, Italy",""
44,24762,14664,"Rzeszow, Poland",""
44,52,12054,"Goodyear, AZ","AZ"
44,163,11738,"Annex Creek, AK","AK"
43,52317,14111,"Nassau/Paradise Island, The Bahamas",""
43,8965,10452,"Akita, Japan",""
43,42,15073,"Spanish Wells, The Bahamas",""
43,19664,10669,"Billund, Denmark",""
43,950,14236,"Paso Robles, CA","CA"
43,5,14258,"Dublin, VA","VA"
43,44,13587,"Marana, AZ","AZ"
43,1793,11344,"Tucson, AZ","AZ"
43,0,11279,"Roseau, Dominica",""
43,118,16353,"North Kingstown, RI","RI"
42,2577,11668,"Dayton, OH","OH"
42,2233,13525,"Mountain Home, ID","ID"
42,15412,10470,"Samana, Dominican Republic",""
42,229,11675,"Fishers Island, NY","NY"
42,12167,16417,"Tuxtla Gutierrez, Mexico",""
41,33,11947,"Greenville, SC","SC"
41,41,10015,"Deadmans Bay, AK","AK"
41,90,10039,"Ivotuk, AK","AK"
41,9979,13721,"Nonouti, Kiribati",""
41,17364,13746,"Bimini, The Bahamas",""
40,2896,16142,"Cold Lake, Canada","AB"
40,22,14756,"Seymour, IN","IN"
40,112,10815,"Beverly, MA","MA"
40,8350,16169,"Kenora, Canada","ON"
40,112,13754,"Sigonella, Italy",""
40,475,12211,"Las Vegas, NV","NV"
40,34431,16282,"Zagreb, Croatia",""
40,7661,12922,"Tarbes/Lourdes/Pyrenees, France",""
39,7,12576,"Jackson, MI","MI"
39,186,10519,"Boca Raton, FL","FL"
39,160,13984,"Norwood, MA","MA"
39,108,12108,"Hartford, CT","CT"
39,459,16204,"Sullivan Bay, Canada","BC"
39,37194,15606,"Valencia, Spain",""
38,1294,12163,"Alamogordo, NM","NM"
38,6503,15256,"Toulouse, France",""
38,1829,13732,"Millington, TN","TN"
38,18302,13387,"Darlington, United Kingdom",""
38,5492,12349,"Nauru, Nauru",""
38,0,14133,"Park Rapids, MN","MN"
38,3239,16273,"Yellowknife, Canada","NT"
38,259,15846,"Steamboat Bay, AK","AK"
38,6,10867,"Cadillac, MI","MI"
38,776,13506,"Mattoon/Charleston, IL","IL"
37,331,15202,"Thule, Greenland",""
37,41,11732,"Fort Pierce, FL","FL"
37,149,12086,"Shoal Cove, AK","AK"
37,1063,11743,"Greens Creek, AK","AK"
37,1652,10670,"Belmar/Farmingdale, NJ","NJ"
37,892,15825,"Lake Charles, LA","LA"
37,57,12642,"Colorado Creek, AK","AK"
36,322,11768,"Fresh Water Bay, AK","AK"
36,330,10065,"Silver Salmon Creek, AK","AK"
36,67,15343,"Tianjin, China",""
36,754,11929,"Goodland, KS","KS"
36,2510,13483,"Misawa, Japan",""
36,4880,13561,"Maota, Samoa",""
36,115,11008,"Council, AK","AK"
36,220,16081,"Sechelt, Canada","BC"
35,0,12545,"New York, NY","NY"
35,5,10014,"Fairbanks/Ft. Wainwright, AK","AK"
35,1233,13273,"Marietta, GA","GA"
35,451,10198,"Pittsburgh, PA","PA"
35,60,12778,"Napamute, AK","AK"
35,536,15730,"Whalers Cove Lodge, AK","AK"
35,5672,16208,"La Macaza, Canada","QC"
34,128,11681,"Karlsruhe/Baden-Baden, Germany",""
34,911,13655,"New Orleans, LA","LA"
34,2106,15014,"St. Joseph, MO","MO"
34,41113,15497,"St. Augustine, FL","FL"
34,8234,12142,"Hakodate, Japan",""
34,1918,14767,"Sondre Stromfjord, Greenland",""
34,163,11106,"Concord, NH","NH"
34,0,10317,"Lima, OH","OH"
33,99,10084,"Homer, AK","AK"
33,6,11816,"Latacunga, Ecuador",""
33,10,15693,"Katmai Bay, AK","AK"
33,2718,15561,"Lompoc, CA","CA"
33,1426,11750,"Dry Bay, AK","AK"
33,173,13283,"Dayton, OH","OH"
33,2399,15108,"Knob Noster, MO","MO"
33,24952,10673,"Bologna, Italy",""
32,769,13399,"Malmo, Sweden",""
32,2178,14994,"Malabo, Equatorial Guinea",""
32,73,14972,"Sequim, WA","WA"
32,441,16106,"Toronto, Canada","ON"
32,5,10482,"Baku, Azerbaijan",""
32,71,10096,"Petrof Point, AK","AK"
31,72674,13784,"New York, NY","NY"
31,147,13057,"Little Port Walter, AK","AK"
31,8057,12735,"Kumamoto, Japan",""
31,39956,11432,"Detroit, MI","MI"
31,58,10612,"Big Creek, AK","AK"
31,0,10111,"Deadfall, AK","AK"
31,434,10860,"Lake Simcoe, Canada","ON"
31,329,13047,"Las Palmas, Spain",""
30,372,15221,"Titusville, FL","FL"
30,8582,13803,"Obihiro, Japan",""
30,1045,12554,"Juneau, AK","AK"
30,7162,14938,"Pinehurst/Southern Pines, NC","NC"
30,3721,11770,"Flores, Guatemala",""
30,11,10223,"Anderson, IN","IN"
30,82,12165,"Homeshore, AK","AK"
30,105,15527,"47-Mile Mine, AK","AK"
29,6,11959,"Gold Beach, OR","OR"
29,94,13153,"Madras, India",""
29,3154,11992,"Goldsboro, NC","NC"
29,9825,15037,"Satu Mare, Romania",""
29,0,13470,"Morganton, NC","NC"
29,22480,13726,"Noumea, New Caledonia",""
29,195,10085,"Chinitna Bay, AK","AK"
29,0,15363,"Tucuman, Argentina",""
29,0,11994,"Goshen, IN","IN"
28,220,12200,"Hoquiam, WA","WA"
28,1679,15081,"Berlin, Germany",""
28,1720,11560,"Comayagua, Honduras",""
28,3261,16253,"Abbotsford, Canada","BC"
28,0,15906,"Chalons-En-Champagne, France",""
28,12,10044,"Selief Bay, AK","AK"
27,53,12712,"Karluk Lake, AK","AK"
27,69,13463,"Martinsburg, WV","WV"
27,326,14091,"Peach Springs, AZ","AZ"
27,58,16211,"Tofino, Canada","BC"
27,53,15807,"Willow, AK","AK"
27,1153,16213,"Trenton, Canada","ON"
27,60,10167,"Ardmore, OK","OK"
27,10216,13472,"Marseille, France",""
27,16033,15310,"Temple, TX","TX"
27,5303,16121,"Fort McMurray, Canada","AB"
26,66,13418,"Manassas, VA","VA"
26,0,13409,"Marinette, MI","MI"
26,56,11494,"Eight Fathom Bight, AK","AK"
26,33034,15313,"Tepic, Mexico",""
26,314,12021,"Peru, IN","IN"
26,1306,11152,"Clinton, OK","OK"
26,180,14572,"Renton, WA","WA"
26,5618,16250,"Prince George, Canada","BC"
26,2874,15992,"Sault Ste. Marie, Canada","ON"
26,666,12216,"Homestead, FL","FL"
26,49,12279,"Icy Bay, AK","AK"
25,0,12243,"Hopkinsville, KY","KY"
25,683,11000,"Rome, Italy",""
25,0,13395,"Mompos, Colombia",""
25,1022,12873,"Lamar, CO","CO"
25,35189,10981,"Christchurch, New Zealand",""
25,348,16567,"Akun, AK","AK"
25,53,10069,"Bear Lake, AK","AK"
25,0,15534,"Lorain/Elyria, OH","OH"
24,5,16194,"Salmon Arm, Canada","BC"
24,498,11099,"Cocoa Beach, FL","FL"
24,5718,13304,"Minot, ND","ND"
24,839,14646,"Ruidoso, NM","NM"
24,42,15650,"Chelan, WA","WA"
24,100,10076,"Yukon Charley Rivvers, AK","AK"
24,1297,10569,"Beaufort, SC","SC"
24,42,12711,"Kalakaket, AK","AK"
23,12577,11281,"Finningley, United Kingdom",""
23,525,12137,"Honiara, Solomon Islands",""
23,115,13662,"Kaneohe, HI","HI"
23,52,15447,"Waukegan, IL","IL"
23,7270,14924,"Santa Clara, Cuba",""
23,10389,12201,"Harbin, China",""
23,124,10948,"Chena Hot Springs, AK","AK"
23,3,11159,"Crossville, TN","TN"
23,650,12745,"Kanab, UT","UT"
23,70,14577,"Rogers, AR","AR"
23,1191,13221,"Carbondale, IL","IL"
23,4482,12763,"Kagoshima, Japan",""
22,0,11121,"Campinas, Brazil",""
22,88,11828,"Kaktovik, AK","AK"
22,7383,13757,"Nantes, France",""
22,1239,13498,"Mt. Clemens, MI","MI"
22,78,14065,"Pereira, Colombia",""
22,54678,10910,"Concord, CA","CA"
22,5058,12734,"Miyazaki, Japan",""
22,1126,11459,"Abilene, TX","TX"
21,6,11564,"Kenosha, WI","WI"
21,57,10074,"Cape Sarichef, AK","AK"
21,877,11824,"Fort Worth, TX","TX"
21,60,14695,"Sheboygan, WI","WI"
21,17873,14490,"Red River, ND","ND"
21,58,12639,"Chernofski, AK","AK"
21,1313,13674,"Brunswick, ME","ME"
21,51,11790,"Atlanta, GA","GA"
21,3583,11954,"Genoa, Italy",""
21,6067,10712,"Bournemouth, United Kingdom",""
21,4275,13847,"Oita, Japan",""
21,21,11820,"Grace Harbor, AK","AK"
20,2214,13739,"Mayport, FL","FL"
20,165,13048,"La Paz, Bolivia",""
20,15,10024,"Bell Creek, AK","AK"
20,67,10419,"Auburn, AL","AL"
20,377,13765,"Nuremberg, Germany",""
20,0,15980,"Lake City, FL","FL"
20,17680,12832,"Kuala Lumpur, Malaysia",""
20,2478,13359,"Malta, Malta",""
20,1589,13612,"New Orleans, LA","LA"
20,137,11744,"Gull Cove, AK","AK"
20,52,13505,"Baltimore, MD","MD"
20,0,15602,"Vitoria, Spain",""
20,69,12944,"Lewiston/Auburn, ME","ME"
20,16,13549,"Middletown, OH","OH"
20,0,11567,"Ephrata/Moses Lake, WA","WA"
20,10,14183,"Peterson's Point, AK","AK"
20,72,11899,"Glens Falls, NY","NY"
19,27942,16020,"Cape Saint James, Canada","BC"
19,42,14713,"Schenectady, NY","NY"
19,134,10224,"Aiken, SC","SC"
19,11185,13475,"Margarita Island, Venezuela",""
19,348,16049,"Inuvik, Canada","NT"
19,13,11086,"Chino, CA","CA"
19,1315,11518,"Eindhoven, Netherlands",""
19,119,16136,"Nootka Sound, Canada","BC"
19,4030,13606,"Natal, Brazil",""
19,0,10209,"Ciudad del Este, Paraguay",""
19,4728,15342,"Taos, NM","NM"
19,468,10093,"Cape Simpson, AK","AK"
19,71,11842,"Gaithersburg, MD","MD"
19,60,15690,"Stepovak, AK","AK"
19,1215,13063,"Jacksonville, AR","AR"
18,66,10857,"Camarillo, CA","CA"
18,1,15271,"Sparta, TN","TN"
18,11673,12985,"Lille, France",""
18,0,10003,"Granite Mountain, AK","AK"
18,41,14415,"Sealing Point, AK","AK"
18,63,11592,"Easton, MD","MD"
18,998,14208,"Polk Inlet, AK","AK"
18,0,10004,"Lik, AK","AK"
18,0,15435,"Darlington, SC","SC"
18,43,10629,"Biloxi, MS","MS"
18,0,13393,"Middlemount, Australia",""
18,0,14965,"Santa Ynez, CA","CA"
18,380,12987,"Milan, Italy",""
18,0,10999,"Chiloquin, OR","OR"
18,23,12993,"Livengood, AK","AK"
17,19,13610,"Nambaiyufa, Papua New Guinea",""
17,52,11493,"Keene, NH","NH"
17,725,16347,"El Capitan, AK","AK"
17,0,15275,"Dyersburg, TN","TN"
17,72,11450,"Phoenix, AZ","AZ"
17,4980,11620,"Exeter, United Kingdom",""
17,2303,16240,"Cranbrook, Canada","BC"
17,128,16063,"Greenway Sound, Canada","BC"
17,343,13297,"Mojave, CA","CA"
17,155,15530,"Bay St. Louis, MS","MS"
17,3770,12414,"Iwo Jima, Japan",""
17,52,13922,"Shisholik, AK","AK"
17,9,15732,"Wide Bay, AK","AK"
17,2307,15509,"Yuzhno-Sakhalinsk, Russia",""
17,1136,15550,"Valdosta, GA","GA"
17,912,14626,"Rock Sound, The Bahamas",""
17,376,13572,"Marble Canyon, AZ","AZ"
17,0,10269,"Aleppo, Syria",""
17,5084,11685,"Fukushima, Japan",""
16,55,12307,"De Kalb, IL","IL"
16,168,15060,"Seville, Spain",""
16,54,15286,"Miami, FL","FL"
16,0,13920,"Shirleyville, AK","AK"
16,47,10374,"Nashua, NH","NH"
16,1411,13728,"Pensacola, FL","FL"
16,148,11771,"Bishkek, Kyrgyzstan",""
16,12283,14470,"Fort Jefferson, FL","FL"
16,59,15427,"Chatham, MA","MA"
16,5,12103,"Hermiston, OR","OR"
16,0,11991,"Graz, Austria",""
16,45,13906,"Tracy Arm, AK","AK"
16,14885,13719,"Connaught, Ireland",""
15,29,15565,"View Cove, AK","AK"
15,41,12916,"Laconia, NH","NH"
15,58,14332,"Plymouth, MA","MA"
15,326,15559,"Vava'u, Tonga",""
15,582,14682,"San Andros, The Bahamas",""
15,5291,14575,"Monrovia, Liberia",""
15,64,15769,"Lancaster, CA","CA"
15,0,13431,"Morristown, TN","TN"
15,740,13824,"Omaha, NE","NE"
15,33,11014,"Chomley, AK","AK"
15,0,16507,"Cheongju, South Korea",""
15,11,13046,"London/Corbin, KY","KY"
15,651,16179,"Sydney, Canada","NS"
15,42,12404,"Niue Island, Niue",""
15,49,12039,"Greenwood, MS","MS"
15,58,14672,"Sacramento, CA","CA"
15,109,14792,"Sugar Land, TX","TX"
15,54,12394,"Wiscasset, ME","ME"
15,7,16023,"St. Catharines, Canada","ON"
15,0,14865,"Sandusky, OH","OH"
15,5068,16137,"Points North Landing, Canada","SK"
14,0,10110,"Akulik, AK","AK"
14,4806,15132,"Tau, TT","TT"
14,27,10697,"Baranof, AK","AK"
14,50,15656,"Saratoga Springs, NY","NY"
14,2945,12644,"Kochi, Japan",""
14,1061,10560,"Aurora, CO","CO"
14,995,14848,"Spokane, WA","WA"
14,47,15228,"Talkeetna, AK","AK"
14,22,15203,"York, PA","PA"
14,17,11523,"Elkhart, IN","IN"
14,0,13238,"Melbourne, Australia",""
14,50,11456,"Danbury, CT","CT"
14,8867,11735,"Ventura, CA","CA"
14,1290,16566,"Jean, NV","NV"
14,789,13102,"Phoenix, AZ","AZ"
14,31,10309,"Annapolis, MD","MD"
14,9187,13051,"Liverpool, United Kingdom",""
14,7,11566,"Keokuk, IA","IA"
14,0,14974,"Santa Rosa, Bolivia",""
14,28,10026,"Mountaintop Mine, AK","AK"
14,60,13478,"Grenada, MS","MS"
14,2430,14888,"Sao Luiz, Brazil",""
14,170,14255,"Pittsfield, MA","MA"
14,0,10946,"Connersville, IN","IN"
14,2948,11276,"Dubrovnik, Yugoslavia",""
14,92,10939,"Ciudad Obregon, Mexico",""
13,5958,15483,"Uruapan, Mexico",""
13,255,13763,"Oceana, VA","VA"
13,13298,15312,"Tarapoto, Peru",""
13,8659,15181,"Tenerife, Spain",""
13,2473,15707,"Stehekin, WA","WA"
13,21,14658,"Rodman Bay, AK","AK"
13,5,11501,"Chenega, AK","AK"
13,1,13314,"Miami, OK","OK"
13,686,12590,"San Clemente Island, CA","CA"
13,174,10307,"Annette, AK","AK"
13,146,15054,"Statesville, NC","NC"
13,450,13663,"Guam, TT","TT"
13,49,10025,"Cinnabar, AK","AK"
13,0,11688,"Chipley, FL","FL"
13,2379,15708,"Chelan, WA","WA"
13,0,13410,"Marion, OH","OH"
13,44,16162,"Muskoka, Canada","ON"
13,0,14251,"Philipsburg, PA","PA"
13,60,14554,"Rome, GA","GA"
13,79,13783,"Oneonta, NY","NY"
13,91,14744,"Sedona, AZ","AZ"
13,845,11633,"Roma, TX","TX"
13,2718,13826,"Ofu, TT","TT"
13,522,15505,"Utapao, Thailand",""
12,0,10993,"Chateauroux, France",""
12,8,15671,"Granite Creek Mine, AK","AK"
12,11,10006,"Kizhuyak, AK","AK"
12,3226,13666,"Nagasaki, Japan",""
12,2842,11605,"St. Eustatius, Netherlands Antilles",""
12,50,16057,"Gorge Harbor, Canada","BC"
12,640,16216,"Tuktoyaktuk, Canada","NT"
12,13,10008,"Elizabeth Island, AK","AK"
12,0,12028,"Gainesville, GA","GA"
12,1100,10929,"Lapu-Lapu City, Philippines",""
12,423,10092,"Cape Simpson, AK","AK"
12,3735,10807,"Beauvais, France",""
12,776,13555,"Montgomery, AL","AL"
12,52,14996,"Brunswick, GA","GA"
12,0,10587,"Bergamo, Italy",""
12,827,12001,"Genting, Malaysia",""
12,147,10465,"Glendale, AZ","AZ"
12,1042,15778,"Walker's Cay, The Bahamas",""
12,17,15523,"Calder Bay, AK","AK"
12,80,10844,"Blakely Island, WA","WA"
12,2135,12167,"Hanamaki, Japan",""
12,0,11405,"Cape Canaveral, FL","FL"
12,22405,15065,"San Antonio, Venezuela",""
11,484,14769,"Sanford, ME","ME"
11,203,14618,"Mary Esther, FL","FL"
11,2364,10741,"Whitesburg, KY","KY"
11,14,10087,"Nanwalek, AK","AK"
11,2280,12883,"Los Alamos, NM","NM"
11,50,15338,"Venice, Italy",""
11,28,14610,"Harbor Springs, MI","MI"
11,60,13507,"Montauk Point, NY","NY"
11,0,13129,"Lawrenceville, IL","IL"
11,2777,10242,"Asahikawa, Japan",""
11,83,10091,"Cape Simpson, AK","AK"
11,72,13902,"Bible Camp, AK","AK"
11,0,15947,"Jupiter, FL","FL"
11,20,15830,"Naknek, AK","AK"
11,23,13125,"Lawrence, MA","MA"
11,20395,11108,"Cordoba, Argentina",""
11,0,10285,"Durango, CO","CO"
11,109,11043,"Clear, AK","AK"
11,25,10190,"Nebraska, NE","NE"
11,1107,10664,"Belaga, Malaysia",""
11,39,10878,"Cap-Haitien, Haiti",""
11,102,14603,"China Lake, CA","CA"
11,10,11448,"Davenport, IA","IA"
11,54,13493,"Monticello, NY","NY"
11,19,10072,"Ivatuk, AK","AK"
11,0,10814,"Batesville, AR","AR"
11,25,11035,"Clarksville, TN","TN"
11,394,15881,"Wasilla, AK","AK"
11,32,11025,"Jeju, South Korea",""
11,28,11219,"Conroe, TX","TX"
11,0,11204,"Curitiba, Brazil",""
10,27,13672,"Northolt, United Kingdom",""
10,10,13117,"Livermore, CA","CA"
10,1500,15627,"Varadero, Cuba",""
10,353,15687,"Los Alamitos, CA","CA"
10,25,13450,"Montpelier/Barre, VT","VT"
10,471,16004,"Saguenay, Canada","QC"
10,0,15093,"Shelbyville/Tullahoma, TN","TN"
10,636,10755,"Barahona, Dominican Republic",""
10,453,10642,"Brooks Lake, AK","AK"
